id,lat,long,State,AUTO_UNIQUE_ID_2015-11-30_prg140230_geo_2450_end,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedAPN,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4
2484,40.8479,-73.886,NY,35,1,10421.9417,,AggieReverseGeocoder,,4.01,2030970001,731 E 181ST ST,New York,NY,10457,2749
2485,40.765,-73.9841,NY,36,1,14875.0952,,AggieReverseGeocoder,,4.01,1010260001,910 8TH AVE,New York,NY,10019,5152
2486,40.7853,-73.9534,NY,37,1,16968.8586,,AggieReverseGeocoder,,4.01,1015230001,1197 PARK AVE,New York,NY,10128,1703
2487,40.7791,-73.9448,NY,38,1,15500.0992,,AggieReverseGeocoder,,4.01,1015870001,1712 YORK AVE,New York,NY,10128,7806
2488,40.7461,-73.9749,NY,39,1,14437.5924,,AggieReverseGeocoder,,4.01,1009170026,663 2ND AVE,New York,NY,10016,3703
2489,40.7222,-73.9406,NY,40,1,18187.6164,,AggieReverseGeocoder,,4.01,3028170001,55 LOMBARDY ST,New York,NY,11222,5206
2490,40.7346,-73.98,NY,41,1,16265.7291,,AggieReverseGeocoder,,4.01,1009250033,359 E 19TH ST,New York,NY,10003,2833
2491,40.6627,-73.9453,NY,42,1,19109.4973,,AggieReverseGeocoder,,4.01,3013230001,495 BROOKLYN AVE,New York,NY,11225,4402
2492,40.6378,-73.9731,NY,43,1,16390.7299,,AggieReverseGeocoder,,4.01,3053890019,438 OCEAN PKWY,New York,NY,11218,5049
2493,40.867,-73.8705,NY,44,1,9187.5588,,AggieReverseGeocoder,,4.01,2043360001,2855 BRONX PARK E,New York,NY,10467,6902
2494,40.8677,-73.9212,NY,45,1,8437.554,,AggieReverseGeocoder,,4.01,1022420061,4941 BROADWAY,New York,NY,10034,2303
2495,40.881,-73.9033,NY,46,1,8078.1767,,AggieReverseGeocoder,,4.01,2032680001,5660 BROADWAY,New York,NY,10463,4110
2496,40.8013,-73.9539,NY,47,1,14296.9665,,AggieReverseGeocoder,,4.01,1018280034,200 W 113TH ST,New York,NY,10026,3301
2497,40.7474,-73.986,NY,48,1,13609.4621,,AggieReverseGeocoder,,4.01,1008340049,4 W 33RD ST,New York,NY,10001,3331
2498,40.794,-73.9681,NY,49,1,13250.0848,,AggieReverseGeocoder,,4.01,1018510008,122 W 97TH ST,New York,NY,10025,6450
2499,40.7736,-73.9477,NY,50,1,16687.6068,,AggieReverseGeocoder,,4.01,1015790043,514 E 83RD ST,New York,NY,10028,7221
2500,40.6999,-73.9028,NY,51,1,21062.6348,,AggieReverseGeocoder,,4.01,4035620027,954 SENECA AVE,New York,NY,11385,5406
2501,40.7902,-73.9731,NY,52,1,13203.2095,,AggieReverseGeocoder,,4.01,1012200001,601 AMSTERDAM AVE,New York,NY,10024,1810
2502,40.7236,-73.9853,NY,53,1,14546.9681,,AggieReverseGeocoder,,4.01,1004300010,112 E 3RD ST,New York,NY,10009,7623
2503,40.7018,-73.8156,NY,54,1,17265.7355,,AggieReverseGeocoder,,4.01,4099700012,13728 JAMAICA AVE,New York,NY,11435,3610
2504,40.7501,-73.9949,NY,55,1,14437.5924,,AggieReverseGeocoder,,4.01,1007800074,414 8TH AVE,New York,NY,10001,1801
2505,40.7581,-73.9153,NY,56,1,21297.0113,,AggieReverseGeocoder,,4.01,4006930060,3170 44TH ST,New York,NY,11103,2353
2506,40.6825,-73.9796,NY,57,1,17109.4845,,AggieReverseGeocoder,,4.01,3001980045,70 4TH AVE,New York,NY,11217,1904
2507,40.7601,-73.907,NY,58,1,20203.2543,,AggieReverseGeocoder,,4.01,4007520048,3001 50TH ST,New York,NY,11377,1337
2508,40.7511,-73.9793,NY,59,1,15984.4773,,AggieReverseGeocoder,,4.01,1008690034,90 PARK AVE,New York,NY,10016,1301
2509,40.6837,-73.968,NY,60,1,20547.0065,,AggieReverseGeocoder,,4.01,3019760001,887 FULTON ST,New York,NY,11238,1745
2510,40.6858,-73.9731,NY,61,1,18687.6196,,AggieReverseGeocoder,,4.01,3021180048,1 GREENE AVE,New York,NY,11238,1017
2511,40.7513,-73.8893,NY,62,1,23140.7731,,AggieReverseGeocoder,,4.01,4012770001,7702 35TH AVE,New York,NY,11372,4657
2512,40.7265,-73.9771,NY,63,1,16609.4813,,AggieReverseGeocoder,,4.01,1003820100,162 AVENUE C,New York,NY,10009,4236
2513,40.5728,-73.996,NY,64,1,12421.9545,,AggieReverseGeocoder,,4.01,3070500001,2930 W 30TH ST,New York,NY,11224,1720
2514,40.8277,-73.9397,NY,65,1,9140.6835,,AggieReverseGeocoder,,4.01,1020520001,319 W 145TH ST,New York,NY,10039,3001
2515,40.6446,-73.9622,NY,66,1,16625.1064,,AggieReverseGeocoder,,4.01,3051480001,270 BEVERLEY RD,New York,NY,11218,3916
2516,40.7594,-73.9754,NY,67,1,14890.7203,,AggieReverseGeocoder,,4.01,1012880011,500 MADISON AVE,New York,NY,10022,5302
2517,40.7678,-73.9933,NY,68,1,13312.5852,,AggieReverseGeocoder,,4.01,1010820001,758 11TH AVE,New York,NY,10019,5007
2518,40.7827,-73.9533,NY,69,1,14640.7187,,AggieReverseGeocoder,,4.01,1015190059,1378 LEXINGTON AVE,New York,NY,10128,1505
2519,40.7498,-73.9413,NY,70,1,17015.7339,,AggieReverseGeocoder,,4.01,4004290022,4234 CRESCENT ST,New York,NY,11101,4217
2520,40.775,-73.9631,NY,71,1,14171.9657,,AggieReverseGeocoder,,4.01,1013910054,987 MADISON AVE,New York,NY,10075,1828
2521,40.7512,-73.9783,NY,72,1,15265.7227,,AggieReverseGeocoder,,4.01,1012950001,101 PARK AVE,New York,NY,10178,0002
2522,40.5822,-73.9555,NY,73,1,12671.9561,,AggieReverseGeocoder,,4.01,3087100014,21 CASS PL,New York,NY,11235,4747
2523,40.858,-73.9272,NY,74,1,8703.1807,,AggieReverseGeocoder,,4.01,1021490265,121 FORT GEORGE AVE,New York,NY,10040,2504
2524,40.7818,-73.9793,NY,75,1,13500.0864,,AggieReverseGeocoder,,4.01,1011480061,355 AMSTERDAM AVE,New York,NY,10024,6903
2525,40.7537,-73.9786,NY,76,1,15359.4733,,AggieReverseGeocoder,,4.01,1012780020,333 MADISON AVE,New York,NY,10017,4610
2526,40.7815,-73.9604,NY,77,1,14609.4685,,AggieReverseGeocoder,,4.01,1014980007,5 E 86TH ST,New York,NY,10028,0538
2527,40.7248,-73.9973,NY,78,1,14531.343,,AggieReverseGeocoder,,4.01,1005110008,584 BROADWAY,New York,NY,10012,3229
2528,40.7636,-73.9795,NY,79,1,16187.6036,,AggieReverseGeocoder,,4.01,1010080015,131 W 55TH ST,New York,NY,10019,5306
2529,40.7266,-73.9958,NY,80,1,14500.0928,,AggieReverseGeocoder,,4.01,1005320025,643 BROADWAY,New York,NY,10012,2302
2530,40.7834,-73.9569,NY,81,1,15781.351,,AggieReverseGeocoder,,4.01,1015017501,1239 MADISON AVE,New York,NY,10128,0514
2531,40.7813,-73.9461,NY,82,1,15765.7259,,AggieReverseGeocoder,,4.01,1015560017,329 E 93RD ST,New York,NY,10128,5502
2532,40.6476,-74.0114,NY,83,1,16343.8546,,AggieReverseGeocoder,,4.01,3007650001,4723 4TH AVE,New York,NY,11220,1119
2533,40.7567,-73.9887,NY,84,1,15656.3502,,AggieReverseGeocoder,,4.01,1010130012,256 W 42ND ST,New York,NY,10036,7202
2534,40.7567,-73.8288,NY,85,1,18625.1192,,AggieReverseGeocoder,,4.01,4050427502,4148 MAIN ST,New York,NY,11355,3134
2535,40.6963,-73.9912,NY,86,1,15781.351,,AggieReverseGeocoder,,4.01,3000580050,172 CADMAN PLZ W,New York,NY,11201,1805
2536,40.6913,-73.9392,NY,87,1,20953.2591,,AggieReverseGeocoder,,4.01,3016050076,827 LAFAYETTE AVE,New York,NY,11221,1901
2537,40.7628,-73.9874,NY,88,1,14671.9689,,AggieReverseGeocoder,,4.01,1010400050,313 W 49TH ST,New York,NY,10019,7316
2538,40.7583,-73.9599,NY,89,1,16421.9801,,AggieReverseGeocoder,,4.01,1013720067,33 SUTTON PL,New York,NY,10022,2411
2539,40.733,-74.0066,NY,90,1,14406.3422,,AggieReverseGeocoder,,4.01,1006300048,501 HUDSON ST,New York,NY,10014,2805
2540,40.7583,-73.9711,NY,91,1,14765.7195,,AggieReverseGeocoder,,4.01,1013070059,614 LEXINGTON AVE,New York,NY,10022,6005
2541,40.7646,-73.9935,NY,92,1,12812.582,,AggieReverseGeocoder,,4.01,1010780019,523 W 49TH ST,New York,NY,10019,7117
2542,40.7556,-73.8854,NY,93,1,21328.2615,,AggieReverseGeocoder,,4.01,4011770036,8117 NORTHERN BLVD,New York,NY,11372,1346
2543,40.7402,-73.9948,NY,94,1,13734.4629,,AggieReverseGeocoder,,4.01,1008200001,634 AVENUE OF THE AMERICAS,New York,NY,10011,2001
2544,40.7808,-73.9488,NY,95,1,16625.1064,,AggieReverseGeocoder,,4.01,1015530045,310 E 91ST ST,New York,NY,10128,5302
2545,40.6954,-73.9492,NY,96,1,19843.877,,AggieReverseGeocoder,,4.01,3017470067,833 MYRTLE AVE,New York,NY,11206,6501
2546,40.7704,-73.9876,NY,97,1,12531.3302,,AggieReverseGeocoder,,4.01,1011310001,1 AMSTERDAM AVE,New York,NY,10023,7408
2547,40.8363,-73.8366,NY,98,1,10968.8202,,AggieReverseGeocoder,,4.01,2053480007,1314 BALCOM AVE,New York,NY,10461,5802
2548,40.7642,-73.981,NY,99,1,15265.7227,,AggieReverseGeocoder,,4.01,1010260036,856 7TH AVE,New York,NY,10019,5204
2549,40.815,-73.9408,NY,100,1,9250.0592,,AggieReverseGeocoder,,4.01,1019210029,521 MALCOLM X BLVD,New York,NY,10037,1803
2550,40.8372,-73.9426,NY,101,1,9015.6827,,AggieReverseGeocoder,,4.01,1021370032,3883 BROADWAY,New York,NY,10032,1506
2551,40.7498,-73.9794,NY,102,1,14890.7203,,AggieReverseGeocoder,,4.01,1008680036,68 PARK AVE,New York,NY,10016,2504
2552,40.724,-74.0034,NY,103,1,14359.4669,,AggieReverseGeocoder,,4.01,1004890037,57 THOMPSON ST,New York,NY,10012,4341
2553,40.8661,-73.9191,NY,104,1,8359.4285,,AggieReverseGeocoder,,4.01,1022230005,241 SHERMAN AVE,New York,NY,10034,2504
2554,40.7717,-73.9888,NY,105,1,13078.2087,,AggieReverseGeocoder,,4.01,1011510051,236 W 60TH ST,New York,NY,10023,7403
2555,40.7727,-73.9495,NY,106,1,16078.2279,,AggieReverseGeocoder,,4.01,1015600028,1531 YORK AVE,New York,NY,10028,7014
2556,40.6068,-73.916,NY,107,1,14265.7163,,AggieReverseGeocoder,,4.01,3085930089,2794 MILL AVE,New York,NY,11234,6422
2557,40.7494,-73.9918,NY,108,1,12812.582,,AggieReverseGeocoder,,4.01,1007810002,392 7TH AVE,New York,NY,10001,3902
2558,40.6047,-73.9764,NY,109,1,16203.2287,,AggieReverseGeocoder,,4.01,3066530027,373 KINGS HWY,New York,NY,11223,1547
2559,40.7642,-73.9557,NY,110,1,15906.3518,,AggieReverseGeocoder,,4.01,1014620005,1275 YORK AVE,New York,NY,10065,6007
2560,40.7592,-73.9623,NY,111,1,16984.4837,,AggieReverseGeocoder,,4.01,1013510122,353 E 58TH ST,New York,NY,10022,2289
2561,40.6373,-73.8858,NY,112,1,17281.3606,,AggieReverseGeocoder,,4.01,3083060017,1457 E 103RD ST,New York,NY,11236,4513
2562,40.8644,-73.9081,NY,113,1,234.3765,,AggieReverseGeocoder,,4.01,2032260053,4 FORDHAM HILL OVAL,New York,NY,10468,4716
2563,40.66,-73.9397,NY,114,1,18625.1192,,AggieReverseGeocoder,,4.01,3048130001,601 ALBANY AVE,New York,NY,11203,1743
2564,40.7485,-73.9731,NY,115,1,14812.5948,,AggieReverseGeocoder,,4.01,1013330001,748 2ND AVE,New York,NY,10017,5909
2565,40.691,-73.9917,NY,116,1,16000.1024,,AggieReverseGeocoder,,4.01,3002710023,103 COURT ST,New York,NY,11201,5603
2566,40.8339,-73.9087,NY,117,1,10500.0672,,AggieReverseGeocoder,,4.01,2023950001,1230 WEBSTER AVE,New York,NY,10456,3313
2567,40.6812,-73.8601,NY,118,1,20218.8794,,AggieReverseGeocoder,,4.01,4090490020,9730 78TH ST,New York,NY,11416,1905
2568,40.7662,-73.9563,NY,119,1,14968.8458,,AggieReverseGeocoder,,4.01,1014640030,428 E 70TH ST,New York,NY,10021,5326
2569,40.7114,-73.9595,NY,120,1,18375.1176,,AggieReverseGeocoder,,4.01,3024330007,210 ROEBLING ST,New York,NY,11211,4580
2570,40.6453,-74.0229,NY,121,1,17625.1128,,AggieReverseGeocoder,,4.01,3057780001,6224 2ND AVE,New York,NY,11220,
2571,40.6808,-73.9584,NY,122,1,20906.3838,,AggieReverseGeocoder,,4.01,3020190040,128 LEFFERTS PL,New York,NY,11238,2806
2572,40.7298,-73.997,NY,123,1,13718.8378,,AggieReverseGeocoder,,4.01,1005350008,567 LAGUARDIA PL,New York,NY,10012,1016
2573,40.7486,-73.8201,NY,124,1,19468.8746,,AggieReverseGeocoder,,4.01,4051500107,13710 KALMIA AVE,New York,NY,11355,4136
2574,40.6915,-73.9873,NY,125,1,18843.8706,,AggieReverseGeocoder,,4.01,3001510011,447 FULTON ST,New York,NY,11201,5207
2575,40.7143,-74.0132,NY,126,1,15687.6004,,AggieReverseGeocoder,,4.01,1000840001,140 WEST ST,New York,NY,10007,2141
2576,40.7356,-73.9849,NY,127,1,15484.4741,,AggieReverseGeocoder,,4.01,1008990001,205 3RD AVE,New York,NY,10003,2506
2577,40.7665,-73.9942,NY,128,1,12687.5812,,AggieReverseGeocoder,,4.01,1010980036,711 11TH AVE,New York,NY,10019,5052
2578,40.8614,-73.9233,NY,129,1,218.7514,,AggieReverseGeocoder,,4.01,1022160001,175 NAGLE AVE,New York,NY,10034,6001
2579,40.7682,-73.8752,NY,130,1,18656.3694,,AggieReverseGeocoder,,4.01,4010880011,9420 23RD AVE,New York,NY,11369,1242
2580,40.723,-73.994,NY,131,1,14281.3414,,AggieReverseGeocoder,,4.01,1005070002,228 ELIZABETH ST,New York,NY,10012,3500
2581,40.7065,-74.0127,NY,132,1,15312.598,,AggieReverseGeocoder,,4.01,1000220028,52 BROADWAY,New York,NY,10004,1603
2582,40.7396,-73.9963,NY,133,1,14140.7155,,AggieReverseGeocoder,,4.01,1007920045,112 W 17TH ST,New York,NY,10011,5453
2583,40.7609,-73.9691,NY,134,1,15187.5972,,AggieReverseGeocoder,,4.01,1013120023,703 LEXINGTON AVE,New York,NY,10022,2053
2584,40.7684,-73.9817,NY,135,1,16000.1024,,AggieReverseGeocoder,,4.01,1011137502,1 CENTRAL PARK W,New York,NY,10023,7703
2585,40.7601,-73.9214,NY,136,1,18046.9905,,AggieReverseGeocoder,,4.01,4006480074,3182 36TH ST,New York,NY,11106,1042
2586,40.7668,-73.982,NY,137,1,468.753,,AggieReverseGeocoder,,4.01,1010297501,241 W 57TH ST,New York,NY,10019,2121
2587,40.8442,-73.9357,NY,138,1,9031.3078,,AggieReverseGeocoder,,4.01,1021300017,170 AUDUBON AVE,New York,NY,10033,8721
2588,40.7007,-73.9932,NY,139,1,16265.7291,,AggieReverseGeocoder,,4.01,3002110001,27 HICKS ST,New York,NY,11201,1354
2589,40.7007,-73.9897,NY,140,1,15937.602,,AggieReverseGeocoder,,4.01,3000580050,172 CADMAN PLZ W,New York,NY,11201,1805
2590,40.7508,-73.9744,NY,141,1,16281.3542,,AggieReverseGeocoder,,4.01,1013160001,675 3RD AVE,New York,NY,10017,5704
2591,40.7336,-73.9996,NY,142,1,14500.0928,,AggieReverseGeocoder,,4.01,1005530009,396 AVENUE OF THE AMERICAS,New York,NY,10011,8415
2592,40.7358,-74.006,NY,143,1,14796.9697,,AggieReverseGeocoder,,4.01,1006340067,569 HUDSON ST,New York,NY,10014,2118
2593,40.6458,-74.0024,NY,144,1,16171.9785,,AggieReverseGeocoder,,4.01,3007410006,702 44TH ST,New York,NY,11220,1555
2594,40.7241,-73.9789,NY,145,1,15093.8466,,AggieReverseGeocoder,,4.01,1003890031,105 AVENUE C,New York,NY,10009,8500
2595,40.7644,-73.8256,NY,146,1,17375.1112,,AggieReverseGeocoder,,4.01,4050020042,13950 35TH AVE,New York,NY,11354,3544
2596,40.7824,-73.9826,NY,147,1,11453.1983,,AggieReverseGeocoder,,4.01,1011850025,333 W END AVE,New York,NY,10023,8128
2597,40.8834,-73.9142,NY,148,1,7218.7962,,AggieReverseGeocoder,,4.01,2057410080,3103 ARLINGTON AVE,New York,NY,10463,3305
2598,40.6934,-73.9995,NY,149,1,16578.2311,,AggieReverseGeocoder,,4.01,3002450012,360 FURMAN ST,New York,NY,11201,4574
2599,40.8205,-73.9385,NY,150,1,9421.9353,,AggieReverseGeocoder,,4.01,1020120052,148 W 144TH ST,New York,NY,10030,1328
2600,40.8323,-73.9096,NY,151,1,12546.9553,,AggieReverseGeocoder,,4.01,2023950001,1230 WEBSTER AVE,New York,NY,10456,3313
2601,40.6758,-73.9809,NY,152,1,17109.4845,,AggieReverseGeocoder,,4.01,3009550049,222 5TH AVE,New York,NY,11215,1204
2602,40.7828,-73.9595,NY,153,1,14734.4693,,AggieReverseGeocoder,,4.01,1014990065,4 E 88TH ST,New York,NY,10128,0509
2603,40.6152,-74.0316,NY,154,1,14171.9657,,AggieReverseGeocoder,,4.01,3061230028,9501 4TH AVE,New York,NY,11209,7414
2604,40.7428,-73.9197,NY,155,1,22531.3942,,AggieReverseGeocoder,,4.01,4001640011,4502 QUEENS BLVD,New York,NY,11104,2304
2605,40.7465,-73.9839,NY,156,1,14859.4701,,AggieReverseGeocoder,,4.01,1008620016,152 MADISON AVE,New York,NY,10016,5424
2606,40.7323,-73.9964,NY,157,1,14531.343,,AggieReverseGeocoder,,4.01,1005720045,3 W 8TH ST,New York,NY,10011,9001
2607,40.667,-73.767,NY,158,1,11125.0712,,AggieReverseGeocoder,,4.01,4133140001,14443 FARMERS BLVD,New York,NY,11434,5968
2608,40.7717,-73.9532,NY,159,1,16671.9817,,AggieReverseGeocoder,,4.01,1014530027,350 E 79TH ST,New York,NY,10075,9202
2609,40.809,-73.9404,NY,160,1,9453.1855,,AggieReverseGeocoder,,4.01,1017540102,3 E 129TH ST,New York,NY,10035,1053
2610,40.6993,-73.959,NY,161,1,19093.8722,,AggieReverseGeocoder,,4.01,3022610009,2 FRANKLIN AVE,New York,NY,11211,7865
2611,40.8324,-73.9409,NY,162,1,8765.6811,,AggieReverseGeocoder,,4.01,1021080003,940 SAINT NICHOLAS AVE,New York,NY,10032,5210
2612,40.7631,-73.9682,NY,163,1,14875.0952,,AggieReverseGeocoder,,4.01,1013950013,129 E 60TH ST,New York,NY,10022,1182
2613,40.7529,-73.8925,NY,164,1,22500.144,,AggieReverseGeocoder,,4.01,4012600001,3407 73RD ST,New York,NY,11372,2111
2614,40.6909,-73.9297,NY,165,1,23984.5285,,AggieReverseGeocoder,,4.01,3016170071,941 GREENE AVE,New York,NY,11221,2901
2615,40.8042,-73.9667,NY,166,1,10921.9449,,AggieReverseGeocoder,,4.01,1018940011,2841 BROADWAY,New York,NY,10025,7817
2616,40.7564,-73.9643,NY,167,1,15062.5964,,AggieReverseGeocoder,,4.01,1013657502,400 E 54TH ST,New York,NY,10022,5164
2617,40.789,-73.9503,NY,168,1,14921.9705,,AggieReverseGeocoder,,4.01,1016280002,103 E 100TH ST,New York,NY,10029,6203
2618,40.7585,-73.9751,NY,169,1,14125.0904,,AggieReverseGeocoder,,4.01,1012870021,477 MADISON AVE,New York,NY,10022,5802
2619,40.7659,-73.9634,NY,170,1,14890.7203,,AggieReverseGeocoder,,4.01,1014000040,1128 3RD AVE,New York,NY,10065,6606
2620,40.7159,-73.9452,NY,171,1,17859.4893,,AggieReverseGeocoder,,4.01,3027490032,149 SKILLMAN AVE,New York,NY,11211,2561
2621,40.7011,-73.9526,NY,172,1,17984.4901,,AggieReverseGeocoder,,4.01,3022400153,47 LORIMER ST,New York,NY,11206,4843
2622,40.7609,-73.967,NY,173,1,14515.7179,,AggieReverseGeocoder,,4.01,1013317501,200 E 58TH ST,New York,NY,10022,2025
2623,40.7494,-73.9522,NY,174,1,18453.2431,,AggieReverseGeocoder,,4.01,4004500002,901 44TH DR,New York,NY,11101,7029
2624,40.7879,-73.9494,NY,175,1,14578.2183,,AggieReverseGeocoder,,4.01,1016270023,153 E 99TH ST,New York,NY,10029,6769
2625,40.6808,-73.7639,NY,176,1,11515.6987,,AggieReverseGeocoder,,4.01,4125380130,17742 129TH AVE,New York,NY,11434,5822
2626,40.7396,-73.9872,NY,177,1,13421.9609,,AggieReverseGeocoder,,4.01,1008507503,280 PARK AVE S,New York,NY,10010,6121
2627,40.7621,-73.9746,NY,178,1,14562.5932,,AggieReverseGeocoder,,4.01,1012910001,1 E 55TH ST,New York,NY,10022,3177
2628,40.8219,-73.8119,NY,179,1,218.7514,,AggieReverseGeocoder,,4.01,2055150001,178D EDGEWATER PARK,New York,NY,10465,3514
2629,40.6757,-73.9686,NY,180,1,19515.7499,,AggieReverseGeocoder,,4.01,3011700023,278 STERLING PL,New York,NY,11238,4401
2630,40.7358,-74.0016,NY,181,1,13109.4589,,AggieReverseGeocoder,,4.01,1006130068,174 7TH AVE S,New York,NY,10014,2740
2631,40.8504,-73.9367,NY,182,1,8859.4317,,AggieReverseGeocoder,,4.01,1021760128,714 W 181ST ST,New York,NY,10033,4702
2632,40.8104,-73.9537,NY,183,1,8968.8074,,AggieReverseGeocoder,,4.01,1019500057,350 W 124TH ST,New York,NY,10027,4497
2633,40.7723,-73.9805,NY,184,1,13328.2103,,AggieReverseGeocoder,,4.01,1011170047,34 W 65TH ST,New York,NY,10023,6623
2634,40.7647,-73.9781,NY,185,1,14343.8418,,AggieReverseGeocoder,,4.01,1010090040,110 W 57TH ST,New York,NY,10019,3319
2635,40.6974,-73.9313,NY,186,1,23453.2751,,AggieReverseGeocoder,,4.01,3032050011,1192 MYRTLE AVE,New York,NY,11221,2613
2636,40.6825,-73.8709,NY,187,1,21578.2631,,AggieReverseGeocoder,,4.01,3041470061,300 HEMLOCK ST,New York,NY,11208,2006
2637,40.7892,-73.9787,NY,188,1,15000.096,,AggieReverseGeocoder,,4.01,1012470040,310 W 86TH ST,New York,NY,10024,3142
2638,40.7522,-73.9391,NY,189,1,19234.4981,,AggieReverseGeocoder,,4.01,4004150020,4107 CRESCENT ST,New York,NY,11101,3805
